model,scenario,env,sample,iteration_index,iteration_id,refinement_kind,goodput_rps,delta_goodput_rps,delta_goodput_pct,recovered_from_zero
z-ai-glm-5.2,BranchWeave_InteractiveStoryGraph,Python-Flask,0,1,iteration-001,code,0.0,-7832.1,-100.00,False
z-ai-glm-5.2,BranchWeave_InteractiveStoryGraph,Python-Flask,0,2,iteration-002,spec,11468.1,11468.1,,True
z-ai-glm-5.2,BranchWeave_InteractiveStoryGraph,Python-Flask,0,4,iteration-004,code,11551.5,83.4,0.73,False
z-ai-glm-5.2,BranchWeave_InteractiveStoryGraph,Python-Flask,0,5,iteration-005,code,11849.9,298.4,2.58,False
z-ai-glm-5.2,BranchWeave_InteractiveStoryGraph,Python-Flask,0,6,iteration-006,spec,0.0,-11849.9,-100.00,False
z-ai-glm-5.2,BranchWeave_InteractiveStoryGraph,Python-Flask,0,7,iteration-007,code,13486.3,13486.3,,True
z-ai-glm-5.2,BranchWeave_InteractiveStoryGraph,Python-Flask,0,8,iteration-008,code,0.0,-13486.3,-100.00,False
z-ai-glm-5.2,BranchWeave_InteractiveStoryGraph,Python-Flask,0,9,iteration-009,code,13306.0,13306.0,,True
z-ai-glm-5.2,BranchWeave_InteractiveStoryGraph,Python-Flask,0,10,iteration-010,spec,9302.9,-4003.1,-30.08,False
z-ai-glm-5.2,BranchWeave_InteractiveStoryGraph,Rust-Actix,0,0,iteration-000,baseline,0.0,,,False
z-ai-glm-5.2,BranchWeave_InteractiveStoryGraph,Rust-Actix,0,6,iteration-006,code,12409.6,12409.6,,True
z-ai-glm-5.2,BranchWeave_InteractiveStoryGraph,Rust-Actix,0,7,iteration-007,spec,16416.3,4006.7,32.29,False
z-ai-glm-5.2,BranchWeave_InteractiveStoryGraph,Rust-Actix,0,8,iteration-008,spec,16255.8,-160.5,-0.98,False
z-ai-glm-5.2,BranchWeave_InteractiveStoryGraph,Rust-Actix,0,9,iteration-009,spec,19972.5,3716.7,22.86,False
z-ai-glm-5.2,BranchWeave_InteractiveStoryGraph,Rust-Actix,0,10,iteration-010,spec,20110.1,137.6,0.69,False
z-ai-glm-5.2,ClickCount,Go-net-http,0,0,iteration-000,baseline,0.0,,,False
z-ai-glm-5.2,ClickCount,Go-net-http,0,1,iteration-001,code,1443.0,1443.0,,True
z-ai-glm-5.2,ClickCount,Go-net-http,0,2,iteration-002,spec,1054.9,-388.1,-26.90,False
z-ai-glm-5.2,ClickCount,Go-net-http,0,3,iteration-003,code,7702.4,6647.5,630.15,False
z-ai-glm-5.2,ClickCount,Go-net-http,0,4,iteration-004,spec,25108.2,17405.8,225.98,False
z-ai-glm-5.2,ClickCount,Go-net-http,0,5,iteration-005,spec,24667.9,-440.3,-1.75,False
z-ai-glm-5.2,ClickCount,Go-net-http,0,8,iteration-008,code,87321.1,62653.2,253.99,False
z-ai-glm-5.2,ClickCount,Go-net-http,0,9,iteration-009,spec,84780.2,-2540.9,-2.91,False
z-ai-glm-5.2,ClickCount,Go-net-http,0,10,iteration-010,spec,96281.8,11501.6,13.57,False
z-ai-glm-5.2,ClickCount,Python-Flask,0,0,iteration-000,baseline,1130.2,,,False
z-ai-glm-5.2,ClickCount,Python-Flask,0,1,iteration-001,spec,1056.3,-73.9,-6.54,False
z-ai-glm-5.2,ClickCount,Python-Flask,0,2,iteration-002,code,3306.1,2249.8,212.99,False
z-ai-glm-5.2,ClickCount,Python-Flask,0,3,iteration-003,code,6510.2,3204.1,96.91,False
z-ai-glm-5.2,ClickCount,Python-Flask,0,5,iteration-005,code,7007.1,496.9,7.63,False
z-ai-glm-5.2,ClickCount,Python-Flask,0,6,iteration-006,spec,6834.2,-172.9,-2.47,False
z-ai-glm-5.2,ClickCount,Python-Flask,0,7,iteration-007,code,16281.6,9447.4,138.24,False
z-ai-glm-5.2,ClickCount,Python-Flask,0,8,iteration-008,spec,23420.2,7138.6,43.84,False
z-ai-glm-5.2,ClickCount,Python-Flask,0,9,iteration-009,code,23594.7,174.5,0.75,False
z-ai-glm-5.2,ClickCount,Python-Flask,0,10,iteration-010,spec,20394.1,-3200.6,-13.56,False
z-ai-glm-5.2,ClickCount,Rust-Actix,0,0,iteration-000,baseline,0.0,,,False
z-ai-glm-5.2,ClickCount,Rust-Actix,0,3,iteration-003,code,1052.3,1052.3,,True
z-ai-glm-5.2,ClickCount,Rust-Actix,0,4,iteration-004,spec,1029.7,-22.6,-2.15,False
z-ai-glm-5.2,ClickCount,Rust-Actix,0,5,iteration-005,code,0.0,-1029.7,-100.00,False
z-ai-glm-5.2,ClickCount,Rust-Actix,0,6,iteration-006,spec,2816.5,2816.5,,True
z-ai-glm-5.2,ClickCount,Rust-Actix,0,7,iteration-007,spec,2656.4,-160.1,-5.68,False
z-ai-glm-5.2,ClickCount,Rust-Actix,0,8,iteration-008,code,2649.8,-6.6,-0.25,False
z-ai-glm-5.2,ClickCount,Rust-Actix,0,9,iteration-009,spec,2713.8,64.0,2.42,False
z-ai-glm-5.2,ClickCount,Rust-Actix,0,10,iteration-010,code,2675.9,-37.9,-1.40,False
z-ai-glm-5.2,ParcelPinLockerPickup,Go-net-http,0,0,iteration-000,baseline,0.0,,,False
z-ai-glm-5.2,ParcelPinLockerPickup,Go-net-http,0,1,iteration-001,code,15739.7,15739.7,,True
z-ai-glm-5.2,ParcelPinLockerPickup,Go-net-http,0,4,iteration-004,code,29021.9,13282.2,84.39,False
z-ai-glm-5.2,ParcelPinLockerPickup,Go-net-http,0,5,iteration-005,spec,28781.2,-240.7,-0.83,False
z-ai-glm-5.2,ParcelPinLockerPickup,Go-net-http,0,6,iteration-006,code,21343.8,-7437.4,-25.84,False
z-ai-glm-5.2,ParcelPinLockerPickup,Go-net-http,0,7,iteration-007,spec,21054.9,-288.9,-1.35,False
z-ai-glm-5.2,ParcelPinLockerPickup,Go-net-http,0,8,iteration-008,code,21381.8,326.9,1.55,False
z-ai-glm-5.2,ParcelPinLockerPickup,Go-net-http,0,9,iteration-009,code,25985.1,4603.3,21.53,False
z-ai-glm-5.2,ParcelPinLockerPickup,Go-net-http,0,10,iteration-010,spec,21233.4,-4751.7,-18.29,False
z-ai-glm-5.2,ParcelPinLockerPickup,Python-Flask,0,0,iteration-000,baseline,8283.1,,,False
z-ai-glm-5.2,ParcelPinLockerPickup,Python-Flask,0,1,iteration-001,code,8080.2,-202.9,-2.45,False
z-ai-glm-5.2,ParcelPinLockerPickup,Python-Flask,0,2,iteration-002,spec,6947.2,-1133.0,-14.02,False
z-ai-glm-5.2,ParcelPinLockerPickup,Python-Flask,0,3,iteration-003,spec,8656.2,1709.0,24.60,False
z-ai-glm-5.2,ParcelPinLockerPickup,Python-Flask,0,4,iteration-004,spec,8066.3,-589.9,-6.81,False
z-ai-glm-5.2,ParcelPinLockerPickup,Python-Flask,0,5,iteration-005,spec,0.0,-8066.3,-100.00,False
z-ai-glm-5.2,ParcelPinLockerPickup,Python-Flask,0,6,iteration-006,spec,0.0,0.0,,False
z-ai-glm-5.2,ParcelPinLockerPickup,Python-Flask,0,7,iteration-007,code,0.0,0.0,,False
z-ai-glm-5.2,ParcelPinLockerPickup,Python-Flask,0,8,iteration-008,code,0.0,0.0,,False
z-ai-glm-5.2,ParcelPinLockerPickup,Python-Flask,0,9,iteration-009,code,0.0,0.0,,False
z-ai-glm-5.2,ParcelPinLockerPickup,Python-Flask,0,10,iteration-010,spec,0.0,0.0,,False
z-ai-glm-5.2,ParcelPinLockerPickup,Rust-Actix,0,0,iteration-000,baseline,0.0,,,False
z-ai-glm-5.2,ParcelPinLockerPickup,Rust-Actix,0,2,iteration-002,code,7736.2,7736.2,,True
z-ai-glm-5.2,ParcelPinLockerPickup,Rust-Actix,0,3,iteration-003,spec,17956.3,10220.1,132.11,False
z-ai-glm-5.2,ParcelPinLockerPickup,Rust-Actix,0,5,iteration-005,code,25238.6,7282.3,40.56,False
z-ai-glm-5.2,ParcelPinLockerPickup,Rust-Actix,0,6,iteration-006,spec,26337.4,1098.8,4.35,False
z-ai-glm-5.2,ParcelPinLockerPickup,Rust-Actix,0,7,iteration-007,code,24303.5,-2033.9,-7.72,False
z-ai-glm-5.2,ParcelPinLockerPickup,Rust-Actix,0,8,iteration-008,spec,0.0,-24303.5,-100.00,False
z-ai-glm-5.2,ParcelPinLockerPickup,Rust-Actix,0,10,iteration-010,code,15291.7,15291.7,,True
z-ai-glm-5.2,Petstore,Go-net-http,0,0,iteration-000,baseline,0.0,,,False
z-ai-glm-5.2,Petstore,Go-net-http,0,4,iteration-004,code,17896.2,17896.2,,True
z-ai-glm-5.2,Petstore,Go-net-http,0,5,iteration-005,code,26745.2,8849.0,49.45,False
z-ai-glm-5.2,Petstore,Go-net-http,0,6,iteration-006,spec,29047.3,2302.1,8.61,False
z-ai-glm-5.2,Petstore,Go-net-http,0,7,iteration-007,spec,26409.7,-2637.6,-9.08,False
z-ai-glm-5.2,Petstore,Go-net-http,0,8,iteration-008,code,25417.5,-992.2,-3.76,False
z-ai-glm-5.2,Petstore,Go-net-http,0,9,iteration-009,spec,18769.9,-6647.6,-26.15,False
z-ai-glm-5.2,Petstore,Go-net-http,0,10,iteration-010,spec,18408.9,-361.0,-1.92,False
z-ai-glm-5.2,Petstore,Python-Flask,0,0,iteration-000,baseline,1837.5,,,False
z-ai-glm-5.2,Petstore,Python-Flask,0,1,iteration-001,code,2503.0,665.5,36.22,False
z-ai-glm-5.2,Petstore,Python-Flask,0,2,iteration-002,spec,2518.4,15.4,0.62,False
z-ai-glm-5.2,Petstore,Python-Flask,0,3,iteration-003,spec,2476.5,-41.9,-1.66,False
z-ai-glm-5.2,Petstore,Python-Flask,0,4,iteration-004,spec,2490.7,14.2,0.57,False
z-ai-glm-5.2,Petstore,Python-Flask,0,5,iteration-005,spec,2807.1,316.4,12.70,False
z-ai-glm-5.2,Petstore,Python-Flask,0,6,iteration-006,code,0.0,-2807.1,-100.00,False
z-ai-glm-5.2,Petstore,Python-Flask,0,7,iteration-007,spec,2737.2,2737.2,,True
z-ai-glm-5.2,Petstore,Python-Flask,0,8,iteration-008,code,2449.4,-287.8,-10.51,False
z-ai-glm-5.2,Petstore,Python-Flask,0,9,iteration-009,spec,0.0,-2449.4,-100.00,False
z-ai-glm-5.2,Petstore,Python-Flask,0,10,iteration-010,code,2822.3,2822.3,,True
z-ai-glm-5.2,Petstore,Rust-Actix,0,0,iteration-000,baseline,0.0,,,False
z-ai-glm-5.2,Petstore,Rust-Actix,0,1,iteration-001,code,0.0,0.0,,False
z-ai-glm-5.2,Petstore,Rust-Actix,0,2,iteration-002,code,11488.6,11488.6,,True
z-ai-glm-5.2,Petstore,Rust-Actix,0,3,iteration-003,spec,0.0,-11488.6,-100.00,False
z-ai-glm-5.2,Petstore,Rust-Actix,0,4,iteration-004,spec,0.0,0.0,,False
z-ai-glm-5.2,Petstore,Rust-Actix,0,8,iteration-008,code,10962.6,10962.6,,True
z-ai-glm-5.2,Petstore,Rust-Actix,0,9,iteration-009,spec,12217.0,1254.4,11.44,False
z-ai-glm-5.2,Petstore,Rust-Actix,0,10,iteration-010,spec,10603.0,-1614.0,-13.21,False
z-ai-glm-5.2,Recipes,Go-net-http,0,0,iteration-000,baseline,0.0,,,False
z-ai-glm-5.2,Recipes,Go-net-http,0,1,iteration-001,code,0.0,0.0,,False
z-ai-glm-5.2,Recipes,Go-net-http,0,2,iteration-002,code,21542.3,21542.3,,True
z-ai-glm-5.2,Recipes,Go-net-http,0,3,iteration-003,spec,0.0,-21542.3,-100.00,False
z-ai-glm-5.2,Recipes,Go-net-http,0,4,iteration-004,code,34854.6,34854.6,,True
z-ai-glm-5.2,Recipes,Go-net-http,0,5,iteration-005,spec,37077.4,2222.8,6.38,False
z-ai-glm-5.2,Recipes,Go-net-http,0,6,iteration-006,code,41238.9,4161.5,11.22,False
z-ai-glm-5.2,Recipes,Go-net-http,0,7,iteration-007,spec,44850.9,3612.0,8.76,False
z-ai-glm-5.2,Recipes,Go-net-http,0,8,iteration-008,code,35072.2,-9778.7,-21.80,False
z-ai-glm-5.2,Recipes,Go-net-http,0,9,iteration-009,code,40394.0,5321.8,15.17,False
z-ai-glm-5.2,Recipes,Go-net-http,0,10,iteration-010,spec,40414.0,20.0,0.05,False
z-ai-glm-5.2,Recipes,Python-Flask,0,0,iteration-000,baseline,0.0,,,False
z-ai-glm-5.2,Recipes,Python-Flask,0,1,iteration-001,spec,2046.2,2046.2,,True
z-ai-glm-5.2,Recipes,Python-Flask,0,2,iteration-002,code,0.0,-2046.2,-100.00,False
z-ai-glm-5.2,Recipes,Python-Flask,0,3,iteration-003,code,0.0,0.0,,False
z-ai-glm-5.2,Recipes,Python-Flask,0,4,iteration-004,spec,0.0,0.0,,False
z-ai-glm-5.2,Recipes,Python-Flask,0,5,iteration-005,spec,3930.9,3930.9,,True
z-ai-glm-5.2,Recipes,Python-Flask,0,6,iteration-006,spec,4549.1,618.2,15.73,False
z-ai-glm-5.2,Recipes,Python-Flask,0,7,iteration-007,code,5420.6,871.5,19.16,False
z-ai-glm-5.2,Recipes,Python-Flask,0,8,iteration-008,code,0.0,-5420.6,-100.00,False
z-ai-glm-5.2,Recipes,Python-Flask,0,9,iteration-009,spec,4242.9,4242.9,,True
z-ai-glm-5.2,Recipes,Python-Flask,0,10,iteration-010,spec,0.0,-4242.9,-100.00,False
z-ai-glm-5.2,Recipes,Rust-Actix,0,0,iteration-000,baseline,0.0,,,False
z-ai-glm-5.2,Recipes,Rust-Actix,0,1,iteration-001,code,0.0,0.0,,False
z-ai-glm-5.2,Recipes,Rust-Actix,0,2,iteration-002,code,5676.3,5676.3,,True
z-ai-glm-5.2,Recipes,Rust-Actix,0,3,iteration-003,code,5833.3,157.0,2.77,False
z-ai-glm-5.2,Recipes,Rust-Actix,0,4,iteration-004,code,0.0,-5833.3,-100.00,False
z-ai-glm-5.2,Recipes,Rust-Actix,0,5,iteration-005,code,6861.8,6861.8,,True
z-ai-glm-5.2,Recipes,Rust-Actix,0,6,iteration-006,spec,0.0,-6861.8,-100.00,False
z-ai-glm-5.2,Recipes,Rust-Actix,0,7,iteration-007,spec,10541.9,10541.9,,True
z-ai-glm-5.2,Recipes,Rust-Actix,0,9,iteration-009,spec,12799.3,2257.4,21.41,False
z-ai-glm-5.2,Recipes,Rust-Actix,0,10,iteration-010,code,15029.1,2229.8,17.42,False
z-ai-glm-5.2,SplitNestSharedExpenseLedger,Go-net-http,0,0,iteration-000,baseline,0.0,,,False
z-ai-glm-5.2,SplitNestSharedExpenseLedger,Go-net-http,0,1,iteration-001,code,5668.2,5668.2,,True
z-ai-glm-5.2,SplitNestSharedExpenseLedger,Go-net-http,0,2,iteration-002,spec,5851.4,183.2,3.23,False
z-ai-glm-5.2,SplitNestSharedExpenseLedger,Go-net-http,0,3,iteration-003,spec,6113.2,261.8,4.47,False
z-ai-glm-5.2,SplitNestSharedExpenseLedger,Go-net-http,0,5,iteration-005,code,4682.3,-1430.9,-23.41,False
z-ai-glm-5.2,SplitNestSharedExpenseLedger,Go-net-http,0,7,iteration-007,code,0.0,-4682.3,-100.00,False
z-ai-glm-5.2,SplitNestSharedExpenseLedger,Go-net-http,0,9,iteration-009,code,7080.2,7080.2,,True
z-ai-glm-5.2,SplitNestSharedExpenseLedger,Go-net-http,0,10,iteration-010,spec,9969.2,2889.0,40.80,False
z-ai-glm-5.2,SplitNestSharedExpenseLedger,Python-Flask,0,0,iteration-000,baseline,8567.2,,,False
z-ai-glm-5.2,SplitNestSharedExpenseLedger,Python-Flask,0,1,iteration-001,spec,12992.3,4425.1,51.65,False
z-ai-glm-5.2,SplitNestSharedExpenseLedger,Python-Flask,0,2,iteration-002,spec,0.0,-12992.3,-100.00,False
z-ai-glm-5.2,SplitNestSharedExpenseLedger,Python-Flask,0,3,iteration-003,spec,0.0,0.0,,False
z-ai-glm-5.2,SplitNestSharedExpenseLedger,Python-Flask,0,4,iteration-004,spec,13794.8,13794.8,,True
z-ai-glm-5.2,SplitNestSharedExpenseLedger,Python-Flask,0,5,iteration-005,spec,15223.6,1428.8,10.36,False
z-ai-glm-5.2,SplitNestSharedExpenseLedger,Python-Flask,0,6,iteration-006,spec,0.0,-15223.6,-100.00,False
z-ai-glm-5.2,SplitNestSharedExpenseLedger,Python-Flask,0,7,iteration-007,spec,13657.3,13657.3,,True
z-ai-glm-5.2,SplitNestSharedExpenseLedger,Python-Flask,0,9,iteration-009,code,0.0,-13657.3,-100.00,False
z-ai-glm-5.2,SplitNestSharedExpenseLedger,Python-Flask,0,10,iteration-010,spec,0.0,0.0,,False
z-ai-glm-5.2,SplitNestSharedExpenseLedger,Rust-Actix,0,0,iteration-000,baseline,2377.4,,,False
z-ai-glm-5.2,SplitNestSharedExpenseLedger,Rust-Actix,0,1,iteration-001,code,8551.3,6173.9,259.69,False
z-ai-glm-5.2,SplitNestSharedExpenseLedger,Rust-Actix,0,2,iteration-002,spec,0.0,-8551.3,-100.00,False
z-ai-glm-5.2,SplitNestSharedExpenseLedger,Rust-Actix,0,3,iteration-003,code,9807.1,9807.1,,True
z-ai-glm-5.2,SplitNestSharedExpenseLedger,Rust-Actix,0,4,iteration-004,code,13268.5,3461.4,35.29,False
z-ai-glm-5.2,SplitNestSharedExpenseLedger,Rust-Actix,0,5,iteration-005,spec,11330.5,-1938.0,-14.61,False
z-ai-glm-5.2,SplitNestSharedExpenseLedger,Rust-Actix,0,6,iteration-006,code,11674.1,343.6,3.03,False
z-ai-glm-5.2,SplitNestSharedExpenseLedger,Rust-Actix,0,7,iteration-007,spec,14298.2,2624.1,22.48,False
z-ai-glm-5.2,SplitNestSharedExpenseLedger,Rust-Actix,0,8,iteration-008,spec,14351.6,53.4,0.37,False
z-ai-glm-5.2,TransitPulseDelayReporter,Go-net-http,0,0,iteration-000,baseline,0.0,,,False
z-ai-glm-5.2,TransitPulseDelayReporter,Go-net-http,0,2,iteration-002,code,0.0,0.0,,False
z-ai-glm-5.2,TransitPulseDelayReporter,Go-net-http,0,3,iteration-003,code,0.0,0.0,,False
z-ai-glm-5.2,TransitPulseDelayReporter,Go-net-http,0,4,iteration-004,spec,0.0,0.0,,False
z-ai-glm-5.2,TransitPulseDelayReporter,Go-net-http,0,5,iteration-005,code,0.0,0.0,,False
z-ai-glm-5.2,TransitPulseDelayReporter,Go-net-http,0,6,iteration-006,spec,0.0,0.0,,False
z-ai-glm-5.2,TransitPulseDelayReporter,Go-net-http,0,7,iteration-007,spec,0.0,0.0,,False
z-ai-glm-5.2,TransitPulseDelayReporter,Go-net-http,0,8,iteration-008,spec,0.0,0.0,,False
z-ai-glm-5.2,TransitPulseDelayReporter,Go-net-http,0,9,iteration-009,code,0.0,0.0,,False
z-ai-glm-5.2,TransitPulseDelayReporter,Go-net-http,0,10,iteration-010,spec,0.0,0.0,,False
z-ai-glm-5.2,TransitPulseDelayReporter,Python-Flask,0,0,iteration-000,baseline,0.0,,,False
z-ai-glm-5.2,TransitPulseDelayReporter,Python-Flask,0,1,iteration-001,spec,0.0,0.0,,False
z-ai-glm-5.2,TransitPulseDelayReporter,Python-Flask,0,3,iteration-003,spec,0.0,0.0,,False
z-ai-glm-5.2,TransitPulseDelayReporter,Python-Flask,0,4,iteration-004,spec,4083.7,4083.7,,True
z-ai-glm-5.2,TransitPulseDelayReporter,Python-Flask,0,5,iteration-005,code,5485.6,1401.9,34.33,False
z-ai-glm-5.2,TransitPulseDelayReporter,Python-Flask,0,6,iteration-006,spec,5876.9,391.3,7.13,False
z-ai-glm-5.2,TransitPulseDelayReporter,Python-Flask,0,7,iteration-007,code,5878.5,1.6,0.03,False
z-ai-glm-5.2,TransitPulseDelayReporter,Python-Flask,0,8,iteration-008,code,11164.3,5285.8,89.92,False
z-ai-glm-5.2,TransitPulseDelayReporter,Python-Flask,0,9,iteration-009,spec,14977.8,3813.5,34.16,False
z-ai-glm-5.2,TransitPulseDelayReporter,Python-Flask,0,10,iteration-010,spec,15356.6,378.8,2.53,False
z-ai-glm-5.2,TransitPulseDelayReporter,Rust-Actix,0,0,iteration-000,baseline,2020.1,,,False
z-ai-glm-5.2,TransitPulseDelayReporter,Rust-Actix,0,1,iteration-001,spec,0.0,-2020.1,-100.00,False
z-ai-glm-5.2,TransitPulseDelayReporter,Rust-Actix,0,3,iteration-003,code,0.0,0.0,,False
z-ai-glm-5.2,TransitPulseDelayReporter,Rust-Actix,0,4,iteration-004,spec,0.0,0.0,,False
z-ai-glm-5.2,TransitPulseDelayReporter,Rust-Actix,0,5,iteration-005,spec,2608.2,2608.2,,True
z-ai-glm-5.2,TransitPulseDelayReporter,Rust-Actix,0,6,iteration-006,spec,0.0,-2608.2,-100.00,False
z-ai-glm-5.2,TransitPulseDelayReporter,Rust-Actix,0,7,iteration-007,spec,0.0,0.0,,False
z-ai-glm-5.2,TransitPulseDelayReporter,Rust-Actix,0,9,iteration-009,code,11758.9,11758.9,,True
z-ai-glm-5.2,TransitPulseDelayReporter,Rust-Actix,0,10,iteration-010,spec,12031.4,272.5,2.32,False
